id,model_name,layer,column_name,expression,origin_table,origin_column,transformation_type,transformation_chain,transformation_chain_plain,description
CL0525,stg_sap__ekko,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ekko,CURRENT_TIMESTAMP,direct,,,
CL0526,stg_sap__ekpo,staging,EBELN,EBELN,raw_sap.ekpo,EBELN,direct,,,Purchasing document number (FK to EKKO)
CL0527,stg_sap__ekpo,staging,EBELP,EBELP,raw_sap.ekpo,EBELP,direct,,,
CL0528,stg_sap__ekpo,staging,MATNR,MATNR,raw_sap.ekpo,MATNR,direct,,,Material number (FK to MARA)
CL0529,stg_sap__ekpo,staging,TXZ01,TXZ01,raw_sap.ekpo,TXZ01,direct,,,
CL0530,stg_sap__ekpo,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.ekpo,MENGE,type_cast,,,
CL0531,stg_sap__ekpo,staging,MEINS,MEINS,raw_sap.ekpo,MEINS,direct,,,
CL0532,stg_sap__ekpo,staging,NETPR,"CAST(NETPR AS DECIMAL(11, 2))",raw_sap.ekpo,NETPR,type_cast,,,
CL0533,stg_sap__ekpo,staging,NETWR,"CAST(NETWR AS DECIMAL(13, 2))",raw_sap.ekpo,NETWR,type_cast,,,
CL0534,stg_sap__ekpo,staging,WERKS,WERKS,raw_sap.ekpo,WERKS,direct,,,
CL0535,stg_sap__ekpo,staging,LGORT,LGORT,raw_sap.ekpo,LGORT,direct,,,
CL0536,stg_sap__ekpo,staging,MATKL,MATKL,raw_sap.ekpo,MATKL,direct,,,
CL0537,stg_sap__ekpo,staging,PSTYP,PSTYP,raw_sap.ekpo,PSTYP,direct,,,
CL0538,stg_sap__ekpo,staging,BANFN,BANFN,raw_sap.ekpo,BANFN,direct,,,
CL0539,stg_sap__ekpo,staging,BNFPO,BNFPO,raw_sap.ekpo,BNFPO,direct,,,
CL0540,stg_sap__ekpo,staging,BPRME,BPRME,raw_sap.ekpo,BPRME,direct,,,
CL0541,stg_sap__ekpo,staging,ELIKZ,ELIKZ,raw_sap.ekpo,ELIKZ,direct,,,
CL0542,stg_sap__ekpo,staging,record_source,'SAP_MM_EKPO',raw_sap.ekpo,record_source,constant,,,
CL0543,stg_sap__ekpo,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ekpo,CURRENT_TIMESTAMP,direct,,,
CL0544,stg_sap__eqbs,staging,EQUNR,EQUNR,raw_sap.eqbs,EQUNR,direct,,,
CL0545,stg_sap__eqbs,staging,BEGDT,"CASE WHEN BEGDT IS NOT NULL AND BEGDT != '' AND LENGTH(BEGDT) = 8
        THEN CAST(SUBSTR(BEGDT, 1, 4) || '-' || SUBSTR(BEGDT, 5, 2) || '-' || SUBSTR(BEGDT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.eqbs,BEGDT,case_when,,,
CL0546,stg_sap__eqbs,staging,USTXT,USTXT,raw_sap.eqbs,USTXT,direct,,,
CL0547,stg_sap__eqbs,staging,STAT_DESC,STAT_DESC,raw_sap.eqbs,STAT_DESC,direct,,,
CL0548,stg_sap__eqbs,staging,record_source,'SAP_PM_EQBS',raw_sap.eqbs,record_source,constant,,,
CL0549,stg_sap__eqbs,staging,load_date,CURRENT_TIMESTAMP,raw_sap.eqbs,CURRENT_TIMESTAMP,direct,,,
CL0550,stg_sap__equi,staging,EQUNR,EQUNR,raw_sap.equi,EQUNR,direct,,,Equipment number (business key)
CL0551,stg_sap__equi,staging,MATNR,MATNR,raw_sap.equi,MATNR,direct,,,
CL0552,stg_sap__equi,staging,SERGE,SERGE,raw_sap.equi,SERGE,direct,,,
CL0553,stg_sap__equi,staging,HERST,HERST,raw_sap.equi,HERST,direct,,,
CL0554,stg_sap__equi,staging,TYPBZ,TYPBZ,raw_sap.equi,TYPBZ,direct,,,
CL0555,stg_sap__equi,staging,INBDT,"CASE WHEN INBDT IS NOT NULL AND INBDT != '' AND LENGTH(INBDT) = 8
        THEN CAST(SUBSTR(INBDT, 1, 4) || '-' || SUBSTR(INBDT, 5, 2) || '-' || SUBSTR(INBDT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.equi,INBDT,case_when,,,
CL0556,stg_sap__equi,staging,ERDAT,"CASE WHEN ERDAT IS NOT NULL AND ERDAT != '' AND LENGTH(ERDAT) = 8
        THEN CAST(SUBSTR(ERDAT, 1, 4) || '-' || SUBSTR(ERDAT, 5, 2) || '-' || SUBSTR(ERDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.equi,ERDAT,case_when,,,
CL0557,stg_sap__equi,staging,ERNAM,ERNAM,raw_sap.equi,ERNAM,direct,,,
CL0558,stg_sap__equi,staging,GEWRK,GEWRK,raw_sap.equi,GEWRK,direct,,,
CL0559,stg_sap__equi,staging,EQART,EQART,raw_sap.equi,EQART,direct,,,
CL0560,stg_sap__equi,staging,STAT_TEXT,STAT_TEXT,raw_sap.equi,STAT_TEXT,direct,,,
CL0561,stg_sap__equi,staging,record_source,'SAP_PM_EQUI',raw_sap.equi,record_source,constant,,,
CL0562,stg_sap__equi,staging,load_date,CURRENT_TIMESTAMP,raw_sap.equi,CURRENT_TIMESTAMP,direct,,,
CL0563,stg_sap__kna1,staging,KUNNR,KUNNR,raw_sap.kna1,KUNNR,direct,,,
CL0564,stg_sap__kna1,staging,NAME1,NAME1,raw_sap.kna1,NAME1,direct,,,
CL0565,stg_sap__kna1,staging,LAND1,LAND1,raw_sap.kna1,LAND1,direct,,,
CL0566,stg_sap__kna1,staging,ORT01,ORT01,raw_sap.kna1,ORT01,direct,,,
CL0567,stg_sap__kna1,staging,STRAS,STRAS,raw_sap.kna1,STRAS,direct,,,
CL0568,stg_sap__kna1,staging,PSTLZ,PSTLZ,raw_sap.kna1,PSTLZ,direct,,,
CL0569,stg_sap__kna1,staging,KTOKD,KTOKD,raw_sap.kna1,KTOKD,direct,,,
CL0570,stg_sap__kna1,staging,ERDAT,"CASE WHEN ERDAT IS NOT NULL AND ERDAT != '' AND LENGTH(ERDAT) = 8
        THEN CAST(SUBSTR(ERDAT, 1, 4) || '-' || SUBSTR(ERDAT, 5, 2) || '-' || SUBSTR(ERDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.kna1,ERDAT,case_when,,,
CL0571,stg_sap__kna1,staging,SPRAS,SPRAS,raw_sap.kna1,SPRAS,direct,,,
CL0572,stg_sap__kna1,staging,record_source,'SAP_SD_KNA1',raw_sap.kna1,record_source,constant,,,
CL0573,stg_sap__kna1,staging,load_date,CURRENT_TIMESTAMP,raw_sap.kna1,CURRENT_TIMESTAMP,direct,,,
CL0574,stg_sap__lfa1,staging,LIFNR,LIFNR,raw_sap.lfa1,LIFNR,direct,,,Vendor account number (business key)
CL0575,stg_sap__lfa1,staging,NAME1,NAME1,raw_sap.lfa1,NAME1,direct,,,
CL0576,stg_sap__lfa1,staging,LAND1,LAND1,raw_sap.lfa1,LAND1,direct,,,
CL0577,stg_sap__lfa1,staging,ORT01,ORT01,raw_sap.lfa1,ORT01,direct,,,
CL0578,stg_sap__lfa1,staging,STRAS,STRAS,raw_sap.lfa1,STRAS,direct,,,
CL0579,stg_sap__lfa1,staging,TELF1,TELF1,raw_sap.lfa1,TELF1,direct,,,
CL0580,stg_sap__lfa1,staging,ADRNR,ADRNR,raw_sap.lfa1,ADRNR,direct,,,
CL0581,stg_sap__lfa1,staging,ERDAT,"CASE WHEN ERDAT IS NOT NULL AND ERDAT != '' AND LENGTH(ERDAT) = 8
        THEN CAST(SUBSTR(ERDAT, 1, 4) || '-' || SUBSTR(ERDAT, 5, 2) || '-' || SUBSTR(ERDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.lfa1,ERDAT,case_when,,,
CL0582,stg_sap__lfa1,staging,ERNAM,ERNAM,raw_sap.lfa1,ERNAM,direct,,,
CL0583,stg_sap__lfa1,staging,record_source,'SAP_MM_LFA1',raw_sap.lfa1,record_source,constant,,,
CL0584,stg_sap__lfa1,staging,load_date,CURRENT_TIMESTAMP,raw_sap.lfa1,CURRENT_TIMESTAMP,direct,,,
CL0585,stg_sap__lfb1,staging,LIFNR,LIFNR,raw_sap.lfb1,LIFNR,direct,,,
CL0586,stg_sap__lfb1,staging,BUKRS,BUKRS,raw_sap.lfb1,BUKRS,direct,,,
CL0587,stg_sap__lfb1,staging,ZTERM,ZTERM,raw_sap.lfb1,ZTERM,direct,,,
CL0588,stg_sap__lfb1,staging,AKONT,AKONT,raw_sap.lfb1,AKONT,direct,,,
CL0589,stg_sap__lfb1,staging,ZWELS,ZWELS,raw_sap.lfb1,ZWELS,direct,,,
CL0590,stg_sap__lfb1,staging,FDGRV,FDGRV,raw_sap.lfb1,FDGRV,direct,,,
CL0591,stg_sap__lfb1,staging,record_source,'SAP_MM_LFB1',raw_sap.lfb1,record_source,constant,,,
CL0592,stg_sap__lfb1,staging,load_date,CURRENT_TIMESTAMP,raw_sap.lfb1,CURRENT_TIMESTAMP,direct,,,
CL0593,stg_sap__lfm1,staging,LIFNR,LIFNR,raw_sap.lfm1,LIFNR,direct,,,
CL0594,stg_sap__lfm1,staging,EKORG,EKORG,raw_sap.lfm1,EKORG,direct,,,
CL0595,stg_sap__lfm1,staging,WAERS,WAERS,raw_sap.lfm1,WAERS,direct,,,
CL0596,stg_sap__lfm1,staging,ZTERM,ZTERM,raw_sap.lfm1,ZTERM,direct,,,
CL0597,stg_sap__lfm1,staging,WEBRE,WEBRE,raw_sap.lfm1,WEBRE,direct,,,
CL0598,stg_sap__lfm1,staging,LEBRE,LEBRE,raw_sap.lfm1,LEBRE,direct,,,
CL0599,stg_sap__lfm1,staging,record_source,'SAP_MM_LFM1',raw_sap.lfm1,record_source,constant,,,
CL0600,stg_sap__lfm1,staging,load_date,CURRENT_TIMESTAMP,raw_sap.lfm1,CURRENT_TIMESTAMP,direct,,,
CL0601,stg_sap__makt,staging,MATNR,MATNR,raw_sap.makt,MATNR,direct,,,
CL0602,stg_sap__makt,staging,SPRAS,SPRAS,raw_sap.makt,SPRAS,direct,,,
CL0603,stg_sap__makt,staging,MAKTX,MAKTX,raw_sap.makt,MAKTX,direct,,,
CL0604,stg_sap__makt,staging,record_source,'SAP_MM_MAKT',raw_sap.makt,record_source,constant,,,
CL0605,stg_sap__makt,staging,load_date,CURRENT_TIMESTAMP,raw_sap.makt,CURRENT_TIMESTAMP,direct,,,
CL0606,stg_sap__mara,staging,MATNR,MATNR,raw_sap.mara,MATNR,direct,,,Material number (business key)
CL0607,stg_sap__mara,staging,MTART,MTART,raw_sap.mara,MTART,direct,,,
CL0608,stg_sap__mara,staging,MATKL,MATKL,raw_sap.mara,MATKL,direct,,,
CL0609,stg_sap__mara,staging,MEINS,MEINS,raw_sap.mara,MEINS,direct,,,
CL0610,stg_sap__mara,staging,BRGEW,"CAST(BRGEW AS DECIMAL(13, 3))",raw_sap.mara,BRGEW,type_cast,,,
CL0611,stg_sap__mara,staging,GEWEI,GEWEI,raw_sap.mara,GEWEI,direct,,,
CL0612,stg_sap__mara,staging,MSTAE,MSTAE,raw_sap.mara,MSTAE,direct,,,
CL0613,stg_sap__mara,staging,ERDAT,"CASE WHEN ERDAT IS NOT NULL AND ERDAT != '' AND LENGTH(ERDAT) = 8
        THEN CAST(SUBSTR(ERDAT, 1, 4) || '-' || SUBSTR(ERDAT, 5, 2) || '-' || SUBSTR(ERDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.mara,ERDAT,case_when,,,
CL0614,stg_sap__mara,staging,ERNAM,ERNAM,raw_sap.mara,ERNAM,direct,,,
CL0615,stg_sap__mara,staging,SPART,SPART,raw_sap.mara,SPART,direct,,,
CL0616,stg_sap__mara,staging,PRDHA,PRDHA,raw_sap.mara,PRDHA,direct,,,
CL0617,stg_sap__mara,staging,record_source,'SAP_MM_MARA',raw_sap.mara,record_source,constant,,,
CL0618,stg_sap__mara,staging,load_date,CURRENT_TIMESTAMP,raw_sap.mara,CURRENT_TIMESTAMP,direct,,,
CL0619,stg_sap__marc,staging,MATNR,MATNR,raw_sap.marc,MATNR,direct,,,
CL0620,stg_sap__marc,staging,WERKS,WERKS,raw_sap.marc,WERKS,direct,,,
CL0621,stg_sap__marc,staging,DISMM,DISMM,raw_sap.marc,DISMM,direct,,,
CL0622,stg_sap__marc,staging,DISPO,DISPO,raw_sap.marc,DISPO,direct,,,
CL0623,stg_sap__marc,staging,EKGRP,EKGRP,raw_sap.marc,EKGRP,direct,,,
CL0624,stg_sap__marc,staging,BESKZ,BESKZ,raw_sap.marc,BESKZ,direct,,,
CL0625,stg_sap__marc,staging,SOBSL,SOBSL,raw_sap.marc,SOBSL,direct,,,
CL0626,stg_sap__marc,staging,LGPRO,LGPRO,raw_sap.marc,LGPRO,direct,,,
CL0627,stg_sap__marc,staging,PLIFZ,PLIFZ,raw_sap.marc,PLIFZ,direct,,,
CL0628,stg_sap__marc,staging,SERNP,SERNP,raw_sap.marc,SERNP,direct,,,
CL0629,stg_sap__marc,staging,record_source,'SAP_MM_MARC',raw_sap.marc,record_source,constant,,,
CL0630,stg_sap__marc,staging,load_date,CURRENT_TIMESTAMP,raw_sap.marc,CURRENT_TIMESTAMP,direct,,,
CL0631,stg_sap__mard,staging,MATNR,MATNR,raw_sap.mard,MATNR,direct,,,
CL0632,stg_sap__mard,staging,WERKS,WERKS,raw_sap.mard,WERKS,direct,,,
CL0633,stg_sap__mard,staging,LGORT,LGORT,raw_sap.mard,LGORT,direct,,,
CL0634,stg_sap__mard,staging,LABST,"CAST(LABST AS DECIMAL(13, 3))",raw_sap.mard,LABST,type_cast,,,
CL0635,stg_sap__mard,staging,INSME,"CAST(INSME AS DECIMAL(13, 3))",raw_sap.mard,INSME,type_cast,,,
CL0636,stg_sap__mard,staging,SPEME,"CAST(SPEME AS DECIMAL(13, 3))",raw_sap.mard,SPEME,type_cast,,,
CL0637,stg_sap__mard,staging,record_source,'SAP_MM_MARD',raw_sap.mard,record_source,constant,,,
CL0638,stg_sap__mard,staging,load_date,CURRENT_TIMESTAMP,raw_sap.mard,CURRENT_TIMESTAMP,direct,,,
CL0639,stg_sap__marm,staging,MATNR,MATNR,raw_sap.marm,MATNR,direct,,,
CL0640,stg_sap__marm,staging,MEINH,MEINH,raw_sap.marm,MEINH,direct,,,
CL0641,stg_sap__marm,staging,UMREZ,CAST(UMREZ AS INTEGER),raw_sap.marm,UMREZ,type_cast,,,
CL0642,stg_sap__marm,staging,UMREN,CAST(UMREN AS INTEGER),raw_sap.marm,UMREN,type_cast,,,
CL0643,stg_sap__marm,staging,record_source,'SAP_MM_MARM',raw_sap.marm,record_source,constant,,,
CL0644,stg_sap__marm,staging,load_date,CURRENT_TIMESTAMP,raw_sap.marm,CURRENT_TIMESTAMP,direct,,,
CL0645,stg_sap__mkpf,staging,MBLNR,MBLNR,raw_sap.mkpf,MBLNR,direct,,,
CL0646,stg_sap__mkpf,staging,MJAHR,MJAHR,raw_sap.mkpf,MJAHR,direct,,,
CL0647,stg_sap__mkpf,staging,BUDAT,"CASE WHEN BUDAT IS NOT NULL AND BUDAT != '' AND LENGTH(BUDAT) = 8
        THEN CAST(SUBSTR(BUDAT, 1, 4) || '-' || SUBSTR(BUDAT, 5, 2) || '-' || SUBSTR(BUDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.mkpf,BUDAT,case_when,,,
CL0648,stg_sap__mkpf,staging,BLDAT,"CASE WHEN BLDAT IS NOT NULL AND BLDAT != '' AND LENGTH(BLDAT) = 8
        THEN CAST(SUBSTR(BLDAT, 1, 4) || '-' || SUBSTR(BLDAT, 5, 2) || '-' || SUBSTR(BLDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.mkpf,BLDAT,case_when,,,
CL0649,stg_sap__mkpf,staging,USNAM,USNAM,raw_sap.mkpf,USNAM,direct,,,
CL0650,stg_sap__mkpf,staging,BKTXT,BKTXT,raw_sap.mkpf,BKTXT,direct,,,
CL0651,stg_sap__mkpf,staging,XBLNR,XBLNR,raw_sap.mkpf,XBLNR,direct,,,
CL0652,stg_sap__mkpf,staging,record_source,'SAP_MM_MKPF',raw_sap.mkpf,record_source,constant,,,
CL0653,stg_sap__mkpf,staging,load_date,CURRENT_TIMESTAMP,raw_sap.mkpf,CURRENT_TIMESTAMP,direct,,,
CL0654,stg_sap__mseg,staging,MBLNR,MBLNR,raw_sap.mseg,MBLNR,direct,,,
CL0655,stg_sap__mseg,staging,MJAHR,MJAHR,raw_sap.mseg,MJAHR,direct,,,
CL0656,stg_sap__mseg,staging,ZEILE,ZEILE,raw_sap.mseg,ZEILE,direct,,,
CL0657,stg_sap__mseg,staging,BWART,BWART,raw_sap.mseg,BWART,direct,,,"Movement type: 101=GR, 102=reversal, 122=vendor return, 161=customer return, 201=deployment, 301=transfer"
CL0658,stg_sap__mseg,staging,MATNR,MATNR,raw_sap.mseg,MATNR,direct,,,
CL0659,stg_sap__mseg,staging,WERKS,WERKS,raw_sap.mseg,WERKS,direct,,,
CL0660,stg_sap__mseg,staging,LGORT,LGORT,raw_sap.mseg,LGORT,direct,,,
CL0661,stg_sap__mseg,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.mseg,MENGE,type_cast,,,
CL0662,stg_sap__mseg,staging,MEINS,MEINS,raw_sap.mseg,MEINS,direct,,,
CL0663,stg_sap__mseg,staging,EBELN,EBELN,raw_sap.mseg,EBELN,direct,,,
CL0664,stg_sap__mseg,staging,EBELP,EBELP,raw_sap.mseg,EBELP,direct,,,
CL0665,stg_sap__mseg,staging,DMBTR,"CAST(DMBTR AS DECIMAL(13, 2))",raw_sap.mseg,DMBTR,type_cast,,,
CL0666,stg_sap__mseg,staging,WAERS,WAERS,raw_sap.mseg,WAERS,direct,,,
CL0667,stg_sap__mseg,staging,SERNP,SERNP,raw_sap.mseg,SERNP,direct,,,
CL0668,stg_sap__mseg,staging,LIFNR,LIFNR,raw_sap.mseg,LIFNR,direct,,,
CL0669,stg_sap__mseg,staging,record_source,'SAP_MM_MSEG',raw_sap.mseg,record_source,constant,,,
CL0670,stg_sap__mseg,staging,load_date,CURRENT_TIMESTAMP,raw_sap.mseg,CURRENT_TIMESTAMP,direct,,,
CL0671,stg_sap__objk,staging,OBKNR,OBKNR,raw_sap.objk,OBKNR,direct,,,
CL0672,stg_sap__objk,staging,OBZAE,OBZAE,raw_sap.objk,OBZAE,direct,,,
CL0673,stg_sap__objk,staging,OBTYP,OBTYP,raw_sap.objk,OBTYP,direct,,,
CL0674,stg_sap__objk,staging,OBJNR,OBJNR,raw_sap.objk,OBJNR,direct,,,
CL0675,stg_sap__objk,staging,MATNR,MATNR,raw_sap.objk,MATNR,direct,,,
CL0676,stg_sap__objk,staging,SERNR,SERNR,raw_sap.objk,SERNR,direct,,,
CL0677,stg_sap__objk,staging,TASER,TASER,raw_sap.objk,TASER,direct,,,
CL0678,stg_sap__objk,staging,EQUNR,EQUNR,raw_sap.objk,EQUNR,direct,,,
CL0679,stg_sap__objk,staging,record_source,'SAP_PM_OBJK',raw_sap.objk,record_source,constant,,,
CL0680,stg_sap__objk,staging,load_date,CURRENT_TIMESTAMP,raw_sap.objk,CURRENT_TIMESTAMP,direct,,,
CL0681,stg_sap__rbkp,staging,BELNR,BELNR,raw_sap.rbkp,BELNR,direct,,,
CL0682,stg_sap__rbkp,staging,GJAHR,GJAHR,raw_sap.rbkp,GJAHR,direct,,,
CL0683,stg_sap__rbkp,staging,BLDAT,"CASE WHEN BLDAT IS NOT NULL AND BLDAT != '' AND LENGTH(BLDAT) = 8
        THEN CAST(SUBSTR(BLDAT, 1, 4) || '-' || SUBSTR(BLDAT, 5, 2) || '-' || SUBSTR(BLDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.rbkp,BLDAT,case_when,,,
CL0684,stg_sap__rbkp,staging,BUDAT,"CASE WHEN BUDAT IS NOT NULL AND BUDAT != '' AND LENGTH(BUDAT) = 8
        THEN CAST(SUBSTR(BUDAT, 1, 4) || '-' || SUBSTR(BUDAT, 5, 2) || '-' || SUBSTR(BUDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.rbkp,BUDAT,case_when,,,
CL0685,stg_sap__rbkp,staging,LIFNR,LIFNR,raw_sap.rbkp,LIFNR,direct,,,
CL0686,stg_sap__rbkp,staging,WAERS,WAERS,raw_sap.rbkp,WAERS,direct,,,
CL0687,stg_sap__rbkp,staging,RMWWR,"CAST(RMWWR AS DECIMAL(13, 2))",raw_sap.rbkp,RMWWR,type_cast,,,
CL0688,stg_sap__rbkp,staging,XBLNR,XBLNR,raw_sap.rbkp,XBLNR,direct,,,
CL0689,stg_sap__rbkp,staging,EBELN,EBELN,raw_sap.rbkp,EBELN,direct,,,
CL0690,stg_sap__rbkp,staging,USNAM,USNAM,raw_sap.rbkp,USNAM,direct,,,
CL0691,stg_sap__rbkp,staging,record_source,'SAP_MM_RBKP',raw_sap.rbkp,record_source,constant,,,
CL0692,stg_sap__rbkp,staging,load_date,CURRENT_TIMESTAMP,raw_sap.rbkp,CURRENT_TIMESTAMP,direct,,,
CL0693,stg_sap__resb,staging,RSNUM,RSNUM,raw_sap.resb,RSNUM,direct,,,
CL0694,stg_sap__resb,staging,RSPOS,RSPOS,raw_sap.resb,RSPOS,direct,,,
CL0695,stg_sap__resb,staging,MATNR,MATNR,raw_sap.resb,MATNR,direct,,,
CL0696,stg_sap__resb,staging,WERKS,WERKS,raw_sap.resb,WERKS,direct,,,
CL0697,stg_sap__resb,staging,LGORT,LGORT,raw_sap.resb,LGORT,direct,,,
CL0698,stg_sap__resb,staging,BDMNG,"CAST(BDMNG AS DECIMAL(13, 3))",raw_sap.resb,BDMNG,type_cast,,,
CL0699,stg_sap__resb,staging,MEINS,MEINS,raw_sap.resb,MEINS,direct,,,
CL0700,stg_sap__resb,staging,BDTER,"CASE WHEN BDTER IS NOT NULL AND BDTER != '' AND LENGTH(BDTER) = 8
        THEN CAST(SUBSTR(BDTER, 1, 4) || '-' || SUBSTR(BDTER, 5, 2) || '-' || SUBSTR(BDTER, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.resb,BDTER,case_when,,,
CL0701,stg_sap__resb,staging,record_source,'SAP_MM_RESB',raw_sap.resb,record_source,constant,,,
CL0702,stg_sap__resb,staging,load_date,CURRENT_TIMESTAMP,raw_sap.resb,CURRENT_TIMESTAMP,direct,,,
CL0703,stg_sap__rkpf,staging,RSNUM,RSNUM,raw_sap.rkpf,RSNUM,direct,,,
CL0704,stg_sap__rkpf,staging,RSDAT,"CASE WHEN RSDAT IS NOT NULL AND RSDAT != '' AND LENGTH(RSDAT) = 8
        THEN CAST(SUBSTR(RSDAT, 1, 4) || '-' || SUBSTR(RSDAT, 5, 2) || '-' || SUBSTR(RSDAT, 7, 2) AS DATE)
        ELSE NULL
    END",raw_sap.rkpf,RSDAT,case_when,,,
CL0705,stg_sap__rkpf,staging,USNAM,USNAM,raw_sap.rkpf,USNAM,direct,,,
CL0706,stg_sap__rkpf,staging,BKTXT,BKTXT,raw_sap.rkpf,BKTXT,direct,,,
CL0707,stg_sap__rkpf,staging,record_source,'SAP_MM_RKPF',raw_sap.rkpf,record_source,constant,,,
CL0708,stg_sap__rkpf,staging,load_date,CURRENT_TIMESTAMP,raw_sap.rkpf,CURRENT_TIMESTAMP,direct,,,
CL0709,stg_sap__rseg,staging,BELNR,BELNR,raw_sap.rseg,BELNR,direct,,,
CL0710,stg_sap__rseg,staging,GJAHR,GJAHR,raw_sap.rseg,GJAHR,direct,,,
CL0711,stg_sap__rseg,staging,BUZEI,BUZEI,raw_sap.rseg,BUZEI,direct,,,
CL0712,stg_sap__rseg,staging,EBELN,EBELN,raw_sap.rseg,EBELN,direct,,,
CL0713,stg_sap__rseg,staging,EBELP,EBELP,raw_sap.rseg,EBELP,direct,,,
CL0714,stg_sap__rseg,staging,MATNR,MATNR,raw_sap.rseg,MATNR,direct,,,
CL0715,stg_sap__rseg,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.rseg,MENGE,type_cast,,,
CL0716,stg_sap__rseg,staging,WRBTR,"CAST(WRBTR AS DECIMAL(13, 2))",raw_sap.rseg,WRBTR,type_cast,,,
CL0717,stg_sap__rseg,staging,WAERS,WAERS,raw_sap.rseg,WAERS,direct,,,
CL0718,stg_sap__rseg,staging,record_source,'SAP_MM_RSEG',raw_sap.rseg,record_source,constant,,,
CL0719,stg_sap__rseg,staging,load_date,CURRENT_TIMESTAMP,raw_sap.rseg,CURRENT_TIMESTAMP,direct,,,
CL0720,stg_sap__ser01,staging,OBKNR,OBKNR,raw_sap.ser01,OBKNR,direct,,,
CL0721,stg_sap__ser01,staging,OBZAE,OBZAE,raw_sap.ser01,OBZAE,direct,,,
CL0722,stg_sap__ser01,staging,SDESSION_TYPE,SDESSION_TYPE,raw_sap.ser01,SDESSION_TYPE,direct,,,
CL0723,stg_sap__ser01,staging,EBELN,EBELN,raw_sap.ser01,EBELN,direct,,,
CL0724,stg_sap__ser01,staging,EBELP,EBELP,raw_sap.ser01,EBELP,direct,,,
CL0725,stg_sap__ser01,staging,MATNR,MATNR,raw_sap.ser01,MATNR,direct,,,
CL0726,stg_sap__ser01,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.ser01,MENGE,type_cast,,,
CL0727,stg_sap__ser01,staging,MEINS,MEINS,raw_sap.ser01,MEINS,direct,,,
CL0728,stg_sap__ser01,staging,record_source,'SAP_MM_SER01',raw_sap.ser01,record_source,constant,,,
CL0729,stg_sap__ser01,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ser01,CURRENT_TIMESTAMP,direct,,,
CL0730,stg_sap__ser03,staging,OBKNR,OBKNR,raw_sap.ser03,OBKNR,direct,,,
CL0731,stg_sap__ser03,staging,OBZAE,OBZAE,raw_sap.ser03,OBZAE,direct,,,
CL0732,stg_sap__ser03,staging,SDESSION_TYPE,SDESSION_TYPE,raw_sap.ser03,SDESSION_TYPE,direct,,,
CL0733,stg_sap__ser03,staging,MBLNR,MBLNR,raw_sap.ser03,MBLNR,direct,,,
CL0734,stg_sap__ser03,staging,ZEILE,ZEILE,raw_sap.ser03,ZEILE,direct,,,
CL0735,stg_sap__ser03,staging,MATNR,MATNR,raw_sap.ser03,MATNR,direct,,,
CL0736,stg_sap__ser03,staging,MENGE,"CAST(MENGE AS DECIMAL(13, 3))",raw_sap.ser03,MENGE,type_cast,,,
CL0737,stg_sap__ser03,staging,MEINS,MEINS,raw_sap.ser03,MEINS,direct,,,
CL0738,stg_sap__ser03,staging,record_source,'SAP_MM_SER03',raw_sap.ser03,record_source,constant,,,
CL0739,stg_sap__ser03,staging,load_date,CURRENT_TIMESTAMP,raw_sap.ser03,CURRENT_TIMESTAMP,direct,,,
CL0740,stg_sap__seri,staging,OBKNR,OBKNR,raw_sap.seri,OBKNR,direct,,,
CL0741,stg_sap__seri,staging,MBLNR,MBLNR,raw_sap.seri,MBLNR,direct,,,
CL0742,stg_sap__seri,staging,ZEILE,ZEILE,raw_sap.seri,ZEILE,direct,,,
CL0743,stg_sap__seri,staging,ACCESSION_DATE,ACCESSION_DATE,raw_sap.seri,ACCESSION_DATE,direct,,,
CL0744,stg_sap__seri,staging,SERNR,SERNR,raw_sap.seri,SERNR,direct,,,
CL0745,stg_sap__seri,staging,MATNR,MATNR,raw_sap.seri,MATNR,direct,,,
CL0746,stg_sap__seri,staging,EQUNR,EQUNR,raw_sap.seri,EQUNR,direct,,,
CL0747,stg_sap__seri,staging,record_source,'SAP_MM_SERI',raw_sap.seri,record_source,constant,,,
CL0748,stg_sap__seri,staging,load_date,CURRENT_TIMESTAMP,raw_sap.seri,CURRENT_TIMESTAMP,direct,,,
